"Tabela 6579 - População residente estimada"
"Município","Ano","Variável"
"Município","Ano","População residente estimada (Pessoas)"
"Siderópolis (SC)","2018","13920"
"Sombrio (SC)","2018","30010"
"Sul Brasil (SC)","2018","2500"
"Taió (SC)","2018","18302"
"Tangará (SC)","2018","8691"
"Tigrinhos (SC)","2018","1646"
"Tijucas (SC)","2018","37645"
"Timbé do Sul (SC)","2018","5354"
"Timbó (SC)","2018","43484"
"Timbó Grande (SC)","2018","7812"
"Três Barras (SC)","2018","19183"
"Treviso (SC)","2018","3891"
"Treze de Maio (SC)","2018","7070"
"Treze Tílias (SC)","2018","7687"
"Trombudo Central (SC)","2018","7284"
"Tubarão (SC)","2018","104937"
"Tunápolis (SC)","2018","4561"
"Turvo (SC)","2018","12806"
"União do Oeste (SC)","2018","2517"
"Urubici (SC)","2018","11195"
"Urupema (SC)","2018","2472"
"Urussanga (SC)","2018","21190"
"Vargeão (SC)","2018","3575"
"Vargem (SC)","2018","2522"
"Vargem Bonita (SC)","2018","4534"
"Vidal Ramos (SC)","2018","6347"
"Videira (SC)","2018","52510"
"Vitor Meireles (SC)","2018","5014"
"Witmarsum (SC)","2018","3932"
"Xanxerê (SC)","2018","50309"
"Xavantina (SC)","2018","3963"
"Xaxim (SC)","2018","28424"
"Zortéa (SC)","2018","3328"
"Balneário Rincão (SC)","2018","12570"
"Aceguá (RS)","2018","4858"
"Água Santa (RS)","2018","3753"
"Agudo (RS)","2018","16524"
"Ajuricaba (RS)","2018","7063"
"Alecrim (RS)","2018","6077"
"Alegrete (RS)","2018","74173"
"Alegria (RS)","2018","3559"
"Almirante Tamandaré do Sul (RS)","2018","1979"
"Alpestre (RS)","2018","6458"
"Alto Alegre (RS)","2018","1663"
"Alto Feliz (RS)","2018","3020"
"Alvorada (RS)","2018","209213"
"Amaral Ferrador (RS)","2018","6974"
"Ametista do Sul (RS)","2018","7416"
"André da Rocha (RS)","2018","1324"
"Anta Gorda (RS)","2018","6003"
"Antônio Prado (RS)","2018","13055"
"Arambaré (RS)","2018","3600"
"Araricá (RS)","2018","5622"
"Aratiba (RS)","2018","6283"
"Arroio do Meio (RS)","2018","20637"
"Arroio do Sal (RS)","2018","9842"
"Arroio do Padre (RS)","2018","2921"
"Arroio dos Ratos (RS)","2018","14123"
"Arroio do Tigre (RS)","2018","13332"
"Arroio Grande (RS)","2018","18351"
"Arvorezinha (RS)","2018","10425"
"Augusto Pestana (RS)","2018","6706"
"Áurea (RS)","2018","3573"
"Bagé (RS)","2018","120943"
"Balneário Pinhal (RS)","2018","13760"
"Barão (RS)","2018","6139"
"Barão de Cotegipe (RS)","2018","6627"
"Barão do Triunfo (RS)","2018","7454"
"Barracão (RS)","2018","5295"
"Barra do Guarita (RS)","2018","3238"
"Barra do Quaraí (RS)","2018","4202"
"Barra do Ribeiro (RS)","2018","13423"
"Barra do Rio Azul (RS)","2018","1726"
"Barra Funda (RS)","2018","2527"
"Barros Cassal (RS)","2018","11216"
"Benjamin Constant do Sul (RS)","2018","2031"
"Bento Gonçalves (RS)","2018","119049"
"Boa Vista das Missões (RS)","2018","2104"
"Boa Vista do Buricá (RS)","2018","6712"
"Boa Vista do Cadeado (RS)","2018","2473"
"Boa Vista do Incra (RS)","2018","2590"
"Boa Vista do Sul (RS)","2018","2788"
"Bom Jesus (RS)","2018","11391"
"Bom Princípio (RS)","2018","13846"
"Bom Progresso (RS)","2018","1987"
"Bom Retiro do Sul (RS)","2018","12265"
"Boqueirão do Leão (RS)","2018","7726"
"Bossoroca (RS)","2018","6356"
"Bozano (RS)","2018","2135"
"Braga (RS)","2018","3397"
"Brochier (RS)","2018","5043"
"Butiá (RS)","2018","20929"
"Caçapava do Sul (RS)","2018","33702"
"Cacequi (RS)","2018","12705"
"Cachoeira do Sul (RS)","2018","82547"
"Cachoeirinha (RS)","2018","129307"
"Cacique Doble (RS)","2018","5055"
"Caibaté (RS)","2018","4856"
"Caiçara (RS)","2018","4788"
"Camaquã (RS)","2018","66034"
"Camargo (RS)","2018","2724"
"Cambará do Sul (RS)","2018","6456"
"Campestre da Serra (RS)","2018","3380"
"Campina das Missões (RS)","2018","5553"
"Campinas do Sul (RS)","2018","5471"
"Campo Bom (RS)","2018","66156"
"Campo Novo (RS)","2018","4596"
"Campos Borges (RS)","2018","3345"
"Candelária (RS)","2018","31306"
"Cândido Godói (RS)","2018","6246"
"Candiota (RS)","2018","9519"
"Canela (RS)","2018","44489"
"Canguçu (RS)","2018","55871"
"Canoas (RS)","2018","344957"
"Canudos do Vale (RS)","2018","1729"
"Capão Bonito do Sul (RS)","2018","1668"
"Capão da Canoa (RS)","2018","52004"
"Capão do Cipó (RS)","2018","3602"
"Capão do Leão (RS)","2018","25297"
"Capivari do Sul (RS)","2018","4589"
"Capela de Santana (RS)","2018","11810"
"Capitão (RS)","2018","2750"
"Carazinho (RS)","2018","61949"
"Caraá (RS)","2018","8187"
"Carlos Barbosa (RS)","2018","29409"
"Carlos Gomes (RS)","2018","1404"
"Casca (RS)","2018","9010"
"Caseiros (RS)","2018","3189"
"Catuípe (RS)","2018","8851"
"Caxias do Sul (RS)","2018","504069"
"Centenário (RS)","2018","2905"
"Cerrito (RS)","2018","6136"
"Cerro Branco (RS)","2018","4676"
"Cerro Grande (RS)","2018","2327"
"Cerro Grande do Sul (RS)","2018","12058"
"Cerro Largo (RS)","2018","14074"
"Chapada (RS)","2018","9300"
"Charqueadas (RS)","2018","40301"
"Charrua (RS)","2018","3306"
"Chiapetta (RS)","2018","3794"
"Chuí (RS)","2018","6635"
"Chuvisca (RS)","2018","5401"
"Cidreira (RS)","2018","15912"
"Ciríaco (RS)","2018","4775"
"Colinas (RS)","2018","2442"
"Colorado (RS)","2018","3221"
"Condor (RS)","2018","6746"
"Constantina (RS)","2018","9915"
"Coqueiro Baixo (RS)","2018","1507"
"Coqueiros do Sul (RS)","2018","2327"
"Coronel Barros (RS)","2018","2518"
"Coronel Bicaco (RS)","2018","7385"
"Coronel Pilar (RS)","2018","1641"
"Cotiporã (RS)","2018","3868"
"Coxilha (RS)","2018","2769"
"Crissiumal (RS)","2018","13544"
"Cristal (RS)","2018","7950"
"Cristal do Sul (RS)","2018","2851"
"Cruz Alta (RS)","2018","60693"
"Cruzaltense (RS)","2018","1870"
"Cruzeiro do Sul (RS)","2018","12290"
"David Canabarro (RS)","2018","4744"
"Derrubadas (RS)","2018","2852"
"Dezesseis de Novembro (RS)","2018","2478"
"Dilermando de Aguiar (RS)","2018","3026"
"Dois Irmãos (RS)","2018","32205"
"Dois Irmãos das Missões (RS)","2018","2044"
"Dois Lajeados (RS)","2018","3394"
"Dom Feliciano (RS)","2018","15338"
"Dom Pedro de Alcântara (RS)","2018","2541"
"Dom Pedrito (RS)","2018","38589"
"Dona Francisca (RS)","2018","3086"
"Doutor Maurício Cardoso (RS)","2018","4639"
"Doutor Ricardo (RS)","2018","1994"
"Eldorado do Sul (RS)","2018","40643"
"Encantado (RS)","2018","22520"
"Encruzilhada do Sul (RS)","2018","25791"
"Engenho Velho (RS)","2018","1088"
"Entre-Ijuís (RS)","2018","8542"
"Entre Rios do Sul (RS)","2018","2829"
"Erebango (RS)","2018","2995"
"Erechim (RS)","2018","105059"
"Ernestina (RS)","2018","3167"
"Herval (RS)","2018","6828"
"Erval Grande (RS)","2018","4902"
"Erval Seco (RS)","2018","7040"
"Esmeralda (RS)","2018","3277"
"Esperança do Sul (RS)","2018","2969"
"Espumoso (RS)","2018","15584"
"Estação (RS)","2018","5976"
"Estância Velha (RS)","2018","49345"
"Esteio (RS)","2018","83121"
"Estrela (RS)","2018","33820"
"Estrela Velha (RS)","2018","3660"
"Eugênio de Castro (RS)","2018","2458"
"Fagundes Varela (RS)","2018","2721"
"Farroupilha (RS)","2018","71570"
"Faxinal do Soturno (RS)","2018","6690"
"Faxinalzinho (RS)","2018","2346"
"Fazenda Vilanova (RS)","2018","4455"
"Feliz (RS)","2018","13451"
"Flores da Cunha (RS)","2018","30430"
"Floriano Peixoto (RS)","2018","1796"
"Fontoura Xavier (RS)","2018","10370"
"Formigueiro (RS)","2018","6715"
"Forquetinha (RS)","2018","2424"
"Fortaleza dos Valos (RS)","2018","4356"
"Frederico Westphalen (RS)","2018","31120"
"Garibaldi (RS)","2018","34684"
"Garruchos (RS)","2018","2963"
"Gaurama (RS)","2018","5580"
"General Câmara (RS)","2018","8409"
"Gentil (RS)","2018","1642"
"Getúlio Vargas (RS)","2018","16240"
"Giruá (RS)","2018","16151"
"Glorinha (RS)","2018","7988"
"Gramado (RS)","2018","35875"
"Gramado dos Loureiros (RS)","2018","2106"
"Gramado Xavier (RS)","2018","4297"
"Gravataí (RS)","2018","279398"
"Guabiju (RS)","2018","1516"
"Guaíba (RS)","2018","98043"
"Guaporé (RS)","2018","25475"
"Guarani das Missões (RS)","2018","7614"
"Harmonia (RS)","2018","4812"
"Herveiras (RS)","2018","3018"
"Horizontina (RS)","2018","19267"
"Hulha Negra (RS)","2018","6714"
"Humaitá (RS)","2018","4788"
"Ibarama (RS)","2018","4412"
"Ibiaçá (RS)","2018","4719"
"Ibiraiaras (RS)","2018","7338"
"Ibirapuitã (RS)","2018","4027"
"Ibirubá (RS)","2018","20284"
"Igrejinha (RS)","2018","36450"
"Ijuí (RS)","2018","83173"
"Ilópolis (RS)","2018","4091"
"Imbé (RS)","2018","22309"
"Imigrante (RS)","2018","3116"
"Independência (RS)","2018","6228"
"Inhacorá (RS)","2018","2235"
"Ipê (RS)","2018","6588"
"Ipiranga do Sul (RS)","2018","1899"
"Iraí (RS)","2018","7344"
"Itaara (RS)","2018","5459"
"Itacurubi (RS)","2018","3470"
"Itapuca (RS)","2018","2125"
"Itaqui (RS)","2018","37757"
"Itati (RS)","2018","2441"
"Itatiba do Sul (RS)","2018","3420"
"Ivorá (RS)","2018","1940"
"Ivoti (RS)","2018","23880"
"Jaboticaba (RS)","2018","3848"
"Jacuizinho (RS)","2018","2679"
"Jacutinga (RS)","2018","3576"
"Jaguarão (RS)","2018","26869"
"Jaguari (RS)","2018","10937"
"Jaquirana (RS)","2018","3773"
"Jari (RS)","2018","3518"
"Jóia (RS)","2018","8554"
"Júlio de Castilhos (RS)","2018","19364"
"Lagoa Bonita do Sul (RS)","2018","2884"
"Lagoão (RS)","2018","6442"
"Lagoa dos Três Cantos (RS)","2018","1611"
"Lagoa Vermelha (RS)","2018","27834"
"Lajeado (RS)","2018","82951"
"Lajeado do Bugre (RS)","2018","2561"
"Lavras do Sul (RS)","2018","7516"
"Liberato Salzano (RS)","2018","5289"
"Lindolfo Collor (RS)","2018","5980"
"Linha Nova (RS)","2018","1708"
"Machadinho (RS)","2018","5464"
"Maçambará (RS)","2018","4613"
"Mampituba (RS)","2018","2990"
"Manoel Viana (RS)","2018","7291"
"Maquiné (RS)","2018","6749"
"Maratá (RS)","2018","2680"
"Marau (RS)","2018","43435"
"Marcelino Ramos (RS)","2018","4488"
"Mariana Pimentel (RS)","2018","3881"
"Mariano Moro (RS)","2018","2054"
"Marques de Souza (RS)","2018","4024"
"Mata (RS)","2018","4864"
"Mato Castelhano (RS)","2018","2538"
"Mato Leitão (RS)","2018","4456"
"Mato Queimado (RS)","2018","1665"
"Maximiliano de Almeida (RS)","2018","4443"
"Minas do Leão (RS)","2018","8045"
"Miraguaí (RS)","2018","4824"
"Montauri (RS)","2018","1466"
"Monte Alegre dos Campos (RS)","2018","3220"
"Monte Belo do Sul (RS)","2018","2564"
"Montenegro (RS)","2018","64788"
"Mormaço (RS)","2018","3056"
"Morrinhos do Sul (RS)","2018","2979"
"Morro Redondo (RS)","2018","6546"
"Morro Reuter (RS)","2018","6344"
"Mostardas (RS)","2018","12760"
"Muçum (RS)","2018","4948"
"Muitos Capões (RS)","2018","3151"
"Muliterno (RS)","2018","1888"
"Não-Me-Toque (RS)","2018","17484"
"Nicolau Vergueiro (RS)","2018","1689"
"Nonoai (RS)","2018","11760"
"Nova Alvorada (RS)","2018","3586"
"Nova Araçá (RS)","2018","4690"
"Nova Bassano (RS)","2018","9824"
"Nova Boa Vista (RS)","2018","1798"
"Nova Bréscia (RS)","2018","3321"
"Nova Candelária (RS)","2018","2710"
"Nova Esperança do Sul (RS)","2018","5292"
"Nova Hartz (RS)","2018","21317"
"Nova Pádua (RS)","2018","2548"
"Nova Palma (RS)","2018","6508"
"Nova Petrópolis (RS)","2018","21156"
"Nova Prata (RS)","2018","26849"
"Nova Ramada (RS)","2018","2268"
"Nova Roma do Sul (RS)","2018","3661"
"Nova Santa Rita (RS)","2018","28670"
"Novo Cabrais (RS)","2018","4169"
"Novo Hamburgo (RS)","2018","246452"
"Novo Machado (RS)","2018","3394"
"Novo Tiradentes (RS)","2018","2223"
"Novo Xingu (RS)","2018","1727"
"Novo Barreiro (RS)","2018","4154"
"Osório (RS)","2018","45557"
"Paim Filho (RS)","2018","3880"
"Palmares do Sul (RS)","2018","11306"
"Palmeira das Missões (RS)","2018","33481"
"Palmitinho (RS)","2018","7058"
"Panambi (RS)","2018","43170"
"Pantano Grande (RS)","2018","9269"
"Paraí (RS)","2018","7585"
"Paraíso do Sul (RS)","2018","7599"
"Pareci Novo (RS)","2018","3812"
"Parobé (RS)","2018","57660"
"Passa Sete (RS)","2018","5656"
"Passo do Sobrado (RS)","2018","6493"
"Passo Fundo (RS)","2018","201767"
"Paulo Bento (RS)","2018","2287"
"Paverama (RS)","2018","8459"
"Pedras Altas (RS)","2018","2010"
"Pedro Osório (RS)","2018","7755"
"Pejuçara (RS)","2018","3893"
"Pelotas (RS)","2018","341648"
"Picada Café (RS)","2018","5696"
"Pinhal (RS)","2018","2577"
"Pinhal da Serra (RS)","2018","1965"
"Pinhal Grande (RS)","2018","4372"
"Pinheirinho do Vale (RS)","2018","4842"
"Pinheiro Machado (RS)","2018","12351"
"Pinto Bandeira (RS)","2018","2968"
"Pirapó (RS)","2018","2357"
"Piratini (RS)","2018","20621"
"Planalto (RS)","2018","10152"
"Poço das Antas (RS)","2018","2094"
"Pontão (RS)","2018","3908"
"Ponte Preta (RS)","2018","1572"
"Portão (RS)","2018","36510"
"Porto Alegre (RS)","2018","1479101"
"Porto Lucena (RS)","2018","4765"
"Porto Mauá (RS)","2018","2397"
"Porto Vera Cruz (RS)","2018","1415"
"Porto Xavier (RS)","2018","10301"
"Pouso Novo (RS)","2018","1668"
"Presidente Lucena (RS)","2018","2863"
"Progresso (RS)","2018","6249"
"Protásio Alves (RS)","2018","1957"
"Putinga (RS)","2018","3951"
"Quaraí (RS)","2018","22771"
"Quatro Irmãos (RS)","2018","1846"
"Quevedos (RS)","2018","2786"
"Quinze de Novembro (RS)","2018","3789"
"Redentora (RS)","2018","11527"
"Relvado (RS)","2018","2101"
"Restinga Sêca (RS)","2018","15836"
"Rio dos Índios (RS)","2018","2849"
"Rio Grande (RS)","2018","210005"
"Rio Pardo (RS)","2018","38284"
"Riozinho (RS)","2018","4629"
"Roca Sales (RS)","2018","11300"
"Rodeio Bonito (RS)","2018","5867"
"Rolador (RS)","2018","2352"
"Rolante (RS)","2018","21199"
"Ronda Alta (RS)","2018","10583"
"Rondinha (RS)","2018","5182"
"Roque Gonzales (RS)","2018","6899"
"Rosário do Sul (RS)","2018","39535"
"Sagrada Família (RS)","2018","2613"
"Saldanha Marinho (RS)","2018","2679"
"Salto do Jacuí (RS)","2018","12416"
"Salvador das Missões (RS)","2018","2732"
"Salvador do Sul (RS)","2018","7705"
"Sananduva (RS)","2018","16211"
"Santa Bárbara do Sul (RS)","2018","8099"
"Santa Cecília do Sul (RS)","2018","1644"
"Santa Clara do Sul (RS)","2018","6522"
"Santa Cruz do Sul (RS)","2018","129427"
"Santa Maria (RS)","2018","280505"
"Santa Maria do Herval (RS)","2018","6315"
"Santa Margarida do Sul (RS)","2018","2545"
"Santana da Boa Vista (RS)","2018","8130"
"Sant'Ana do Livramento (RS)","2018","77763"
"Santa Rosa (RS)","2018","72919"
"Santa Tereza (RS)","2018","1734"
"Santa Vitória do Palmar (RS)","2018","29877"
"Santiago (RS)","2018","49493"
"Santo Ângelo (RS)","2018","77620"
"Santo Antônio do Palma (RS)","2018","2134"
"Santo Antônio da Patrulha (RS)","2018","42648"
"Santo Antônio das Missões (RS)","2018","10305"
"Santo Antônio do Planalto (RS)","2018","2020"
"Santo Augusto (RS)","2018","13923"
"Santo Cristo (RS)","2018","14300"
"Santo Expedito do Sul (RS)","2018","2343"
"São Borja (RS)","2018","60557"
"São Domingos do Sul (RS)","2018","3065"
"São Francisco de Assis (RS)","2018","18471"
"São Francisco de Paula (RS)","2018","21633"
"São Gabriel (RS)","2018","62061"
"São Jerônimo (RS)","2018","24078"
"São João da Urtiga (RS)","2018","4674"
"São João do Polêsine (RS)","2018","2561"
"São Jorge (RS)","2018","2757"
"São José das Missões (RS)","2018","2562"
"São José do Herval (RS)","2018","2000"
"São José do Hortêncio (RS)","2018","4739"
"São José do Inhacorá (RS)","2018","2091"
"São José do Norte (RS)","2018","27410"
"São José do Ouro (RS)","2018","6945"
"São José do Sul (RS)","2018","2378"
"São José dos Ausentes (RS)","2018","3509"
"São Leopoldo (RS)","2018","234947"
"São Lourenço do Sul (RS)","2018","43625"
"São Luiz Gonzaga (RS)","2018","33668"
"São Marcos (RS)","2018","21449"
"São Martinho (RS)","2018","5474"
"São Martinho da Serra (RS)","2018","3238"
"São Miguel das Missões (RS)","2018","7663"
"São Nicolau (RS)","2018","5325"
"São Paulo das Missões (RS)","2018","5863"
"São Pedro da Serra (RS)","2018","3758"
"São Pedro das Missões (RS)","2018","2000"
"São Pedro do Butiá (RS)","2018","2946"
"São Pedro do Sul (RS)","2018","16250"
"São Sebastião do Caí (RS)","2018","25467"
"São Sepé (RS)","2018","23690"
"São Valentim (RS)","2018","3341"
"São Valentim do Sul (RS)","2018","2239"
"São Valério do Sul (RS)","2018","2724"
"São Vendelino (RS)","2018","2219"
"São Vicente do Sul (RS)","2018","8710"
"Sapiranga (RS)","2018","81198"
"Sapucaia do Sul (RS)","2018","140311"
"Sarandi (RS)","2018","24205"
"Seberi (RS)","2018","10788"
"Sede Nova (RS)","2018","2924"
"Segredo (RS)","2018","7399"
"Selbach (RS)","2018","5093"
"Senador Salgado Filho (RS)","2018","2788"
"Sentinela do Sul (RS)","2018","5553"
"Serafina Corrêa (RS)","2018","17198"
"Sério (RS)","2018","2000"
"Sertão (RS)","2018","5519"
"Sertão Santana (RS)","2018","6433"
"Sete de Setembro (RS)","2018","1990"
"Severiano de Almeida (RS)","2018","3685"
"Silveira Martins (RS)","2018","2394"
"Sinimbu (RS)","2018","10183"
"Sobradinho (RS)","2018","14927"
"Soledade (RS)","2018","30967"
"Tabaí (RS)","2018","4667"
"Tapejara (RS)","2018","23651"
"Tapera (RS)","2018","10593"
"Tapes (RS)","2018","17266"
"Taquara (RS)","2018","57292"
"Taquari (RS)","2018","26838"
"Taquaruçu do Sul (RS)","2018","3068"
"Tavares (RS)","2018","5479"
"Tenente Portela (RS)","2018","13538"
"Terra de Areia (RS)","2018","11088"
"Teutônia (RS)","2018","32676"
"Tio Hugo (RS)","2018","3004"
"Tiradentes do Sul (RS)","2018","5796"
"Toropi (RS)","2018","2827"
"Torres (RS)","2018","38386"
"Tramandaí (RS)","2018","50760"
"Travesseiro (RS)","2018","2339"
"Três Arroios (RS)","2018","2693"
"Três Cachoeiras (RS)","2018","10989"
"Três Coroas (RS)","2018","27837"
"Três de Maio (RS)","2018","23938"
"Três Forquilhas (RS)","2018","2725"
"Três Palmeiras (RS)","2018","4291"
"Três Passos (RS)","2018","23963"
"Trindade do Sul (RS)","2018","5813"
"Triunfo (RS)","2018","29207"
"Tucunduva (RS)","2018","5713"
"Tunas (RS)","2018","4560"
"Tupanci do Sul (RS)","2018","1486"
"Tupanciretã (RS)","2018","23824"
"Tupandi (RS)","2018","4767"
"Tuparendi (RS)","2018","7980"
"Turuçu (RS)","2018","3455"
"Ubiretama (RS)","2018","2049"
"União da Serra (RS)","2018","1192"
"Unistalda (RS)","2018","2354"
"Uruguaiana (RS)","2018","127079"
"Vacaria (RS)","2018","65846"
"Vale Verde (RS)","2018","3479"
"Vale do Sol (RS)","2018","11732"
"Vale Real (RS)","2018","5842"
"Vanini (RS)","2018","2104"
"Venâncio Aires (RS)","2018","71117"
"Vera Cruz (RS)","2018","26618"
"Veranópolis (RS)","2018","25936"
"Vespasiano Corrêa (RS)","2018","1835"
"Viadutos (RS)","2018","4825"
"Viamão (RS)","2018","254101"
"Vicente Dutra (RS)","2018","4745"
"Victor Graeff (RS)","2018","2904"
"Vila Flores (RS)","2018","3374"
"Vila Lângaro (RS)","2018","2102"
"Vila Maria (RS)","2018","4353"
"Vila Nova do Sul (RS)","2018","4283"
"Vista Alegre (RS)","2018","2766"
"Vista Alegre do Prata (RS)","2018","1565"
"Vista Gaúcha (RS)","2018","2847"
"Vitória das Missões (RS)","2018","3177"
"Westfália (RS)","2018","2998"
"Xangri-lá (RS)","2018","16025"
"Água Clara (MS)","2018","15257"
"Alcinópolis (MS)","2018","5268"
"Amambai (MS)","2018","38958"
"Anastácio (MS)","2018","25128"
"Anaurilândia (MS)","2018","8993"
"Angélica (MS)","2018","10620"
"Antônio João (MS)","2018","8891"
"Aparecida do Taboado (MS)","2018","25431"
"Aquidauana (MS)","2018","47784"
"Aral Moreira (MS)","2018","11963"
"Bandeirantes (MS)","2018","6829"
"Bataguassu (MS)","2018","22717"
"Batayporã (MS)","2018","11305"
"Bela Vista (MS)","2018","24508"
"Bodoquena (MS)","2018","7817"
"Bonito (MS)","2018","21738"
"Brasilândia (MS)","2018","11891"
"Caarapó (MS)","2018","29743"
"Camapuã (MS)","2018","13727"
"Campo Grande (MS)","2018","885711"
"Caracol (MS)","2018","6049"
"Cassilândia (MS)","2018","21876"
"Chapadão do Sul (MS)","2018","24559"
"Corguinho (MS)","2018","5839"
"Coronel Sapucaia (MS)","2018","15152"
"Corumbá (MS)","2018","110806"
"Costa Rica (MS)","2018","20496"
"Coxim (MS)","2018","33516"
"Deodápolis (MS)","2018","12868"
"Dois Irmãos do Buriti (MS)","2018","11239"
"Douradina (MS)","2018","5889"
"Dourados (MS)","2018","220965"
"Eldorado (MS)","2018","12305"
"Fátima do Sul (MS)","2018","19234"
"Figueirão (MS)","2018","3044"
"Glória de Dourados (MS)","2018","9981"
"Guia Lopes da Laguna (MS)","2018","9968"
"Iguatemi (MS)","2018","15977"
"Inocência (MS)","2018","7625"
"Itaporã (MS)","2018","23886"
"Itaquiraí (MS)","2018","20905"
"Ivinhema (MS)","2018","23140"
"Japorã (MS)","2018","8976"
"Jaraguari (MS)","2018","7108"
"Jardim (MS)","2018","25967"
"Jateí (MS)","2018","4034"
"Juti (MS)","2018","6638"
"Ladário (MS)","2018","22968"
"Laguna Carapã (MS)","2018","7267"
"Maracaju (MS)","2018","45932"
"Miranda (MS)","2018","27795"
"Mundo Novo (MS)","2018","18256"
"Naviraí (MS)","2018","54051"
"Nioaque (MS)","2018","14085"
"Nova Alvorada do Sul (MS)","2018","21300"
"Nova Andradina (MS)","2018","53517"
"Novo Horizonte do Sul (MS)","2018","3947"
"Paraíso das Águas (MS)","2018","5455"
"Paranaíba (MS)","2018","42010"
"Paranhos (MS)","2018","14048"
"Pedro Gomes (MS)","2018","7666"
"Ponta Porã (MS)","2018","91082"
"Porto Murtinho (MS)","2018","17078"
"Ribas do Rio Pardo (MS)","2018","24258"
"Rio Brilhante (MS)","2018","36830"
"Rio Negro (MS)","2018","4819"
"Rio Verde de Mato Grosso (MS)","2018","19682"
"Rochedo (MS)","2018","5403"
"Santa Rita do Pardo (MS)","2018","7801"
"São Gabriel do Oeste (MS)","2018","26363"
"Sete Quedas (MS)","2018","10812"
"Selvíria (MS)","2018","6515"
"Sidrolândia (MS)","2018","56081"
"Sonora (MS)","2018","18828"
"Tacuru (MS)","2018","11427"
"Taquarussu (MS)","2018","3583"
"Terenos (MS)","2018","21311"
"Três Lagoas (MS)","2018","119465"
"Vicentina (MS)","2018","6067"
"Acorizal (MT)","2018","5424"
"Água Boa (MT)","2018","25229"
"Alta Floresta (MT)","2018","51615"
"Alto Araguaia (MT)","2018","18703"
"Alto Boa Vista (MT)","2018","6659"
"Alto Garças (MT)","2018","11868"
"Alto Paraguai (MT)","2018","11238"
"Alto Taquari (MT)","2018","10557"
"Apiacás (MT)","2018","9979"
"Araguaiana (MT)","2018","3119"
"Araguainha (MT)","2018","956"
"Araputanga (MT)","2018","16690"
"Arenápolis (MT)","2018","9714"
"Aripuanã (MT)","2018","21987"
"Barão de Melgaço (MT)","2018","8563"
"Barra do Bugres (MT)","2018","34619"
"Barra do Garças (MT)","2018","60661"
"Bom Jesus do Araguaia (MT)","2018","6452"
"Brasnorte (MT)","2018","19248"
"Cáceres (MT)","2018","93882"
"Campinápolis (MT)","2018","15830"
"Campo Novo do Parecis (MT)","2018","34558"
"Campo Verde (MT)","2018","42871"
"Campos de Júlio (MT)","2018","6710"
"Canabrava do Norte (MT)","2018","4761"
"Canarana (MT)","2018","21311"
"Carlinda (MT)","2018","10413"
"Castanheira (MT)","2018","8695"
"Chapada dos Guimarães (MT)","2018","19588"
"Cláudia (MT)","2018","12052"
"Cocalinho (MT)","2018","5691"
"Colíder (MT)","2018","33224"
"Colniza (MT)","2018","37280"
"Comodoro (MT)","2018","20513"
"Confresa (MT)","2018","30347"
"Conquista D'Oeste (MT)","2018","3973"
"Cotriguaçu (MT)","2018","19254"
"Cuiabá (MT)","2018","607153"
"Curvelândia (MT)","2018","5192"
"Denise (MT)","2018","9377"
"Diamantino (MT)","2018","21904"
"Dom Aquino (MT)","2018","8199"
"Feliz Natal (MT)","2018","13857"
"Figueirópolis D'Oeste (MT)","2018","3537"
"Gaúcha do Norte (MT)","2018","7513"
"General Carneiro (MT)","2018","5487"
"Glória D'Oeste (MT)","2018","3045"
"Guarantã do Norte (MT)","2018","35497"
"Guiratinga (MT)","2018","15035"
"Indiavaí (MT)","2018","2725"
"Ipiranga do Norte (MT)","2018","7395"
"Itanhangá (MT)","2018","6587"
"Itaúba (MT)","2018","3901"
"Itiquira (MT)","2018","13163"
"Jaciara (MT)","2018","27628"
"Jangada (MT)","2018","8366"
"Jauru (MT)","2018","9006"
"Juara (MT)","2018","34815"
"Juína (MT)","2018","40905"
"Juruena (MT)","2018","15370"
"Juscimeira (MT)","2018","11275"
"Lambari D'Oeste (MT)","2018","6059"
"Lucas do Rio Verde (MT)","2018","63411"
"Luciara (MT)","2018","2099"
"Vila Bela da Santíssima Trindade (MT)","2018","15983"
"Marcelândia (MT)","2018","10700"
"Matupá (MT)","2018","16334"
"Mirassol d'Oeste (MT)","2018","27536"
"Nobres (MT)","2018","15338"
"Nortelândia (MT)","2018","6056"
"Nossa Senhora do Livramento (MT)","2018","13231"
"Nova Bandeirantes (MT)","2018","14909"
"Nova Nazaré (MT)","2018","3765"
"Nova Lacerda (MT)","2018","6526"
"Nova Santa Helena (MT)","2018","3699"
"Nova Brasilândia (MT)","2018","3928"
"Nova Canaã do Norte (MT)","2018","12739"
"Nova Mutum (MT)","2018","43919"
"Nova Olímpia (MT)","2018","20034"
"Nova Ubiratã (MT)","2018","11694"
"Nova Xavantina (MT)","2018","21231"
"Novo Mundo (MT)","2018","8990"
"Novo Horizonte do Norte (MT)","2018","3985"
"Novo São Joaquim (MT)","2018","5199"
"Paranaíta (MT)","2018","11193"
"Paranatinga (MT)","2018","22246"
"Novo Santo Antônio (MT)","2018","2574"
"Pedra Preta (MT)","2018","17456"
"Peixoto de Azevedo (MT)","2018","34607"
"Planalto da Serra (MT)","2018","2676"
"Poconé (MT)","2018","32768"
"Pontal do Araguaia (MT)","2018","6578"
"Ponte Branca (MT)","2018","1602"
